frame,track_id,class_id,center_x,center_y,width,height,dt_frames,dt_seconds,dx,dy,vx,vy,speed_normalized,acceleration,displacement,direction_deg,motion_state
17,1,2,0.442598,0.440806,0.022156,0.0373124,1.0,0.03333333333333333,-0.0005809999999999982,0.0017139999999999933,-0.017429999999999946,0.0514199999999998,0.05429384219227791,0.5444586777402275,0.0018097947397425972,108.72527966068503,fast
18,1,2,0.441915,0.441627,0.0237977,0.0399673,1.0,0.03333333333333333,-0.0006829999999999892,0.0008210000000000162,-0.020489999999999675,0.024630000000000485,0.03203867974807967,-0.6676548733259473,0.0010679559916026557,129.75748688624174,fast
19,1,2,0.441578,0.441806,0.025398,0.0422151,1.0,0.03333333333333333,-0.0003369999999999762,0.00017899999999998473,-0.010109999999999286,0.005369999999999542,0.011447663517066732,-0.617730486930388,0.00038158878390222436,152.02466937223573,moving
20,1,2,0.441368,0.44203,0.0262522,0.0429754,1.0,0.03333333333333333,-0.00021000000000004349,0.00022400000000000198,-0.0063000000000013046,0.006720000000000059,0.009211319123774686,-0.06709033179876138,0.00030704397079248954,133.15238973401108,slow
21,1,2,0.440593,0.443749,0.026476,0.0429976,1.0,0.03333333333333333,-0.0007749999999999702,0.001719000000000026,-0.023249999999999105,0.05157000000000078,0.056568784678478284,1.420723966641108,0.001885626155949276,114.26792370831748,fast
22,1,2,0.439381,0.444626,0.0264056,0.0427337,1.0,0.03333333333333333,-0.0012119999999999909,0.0008770000000000167,-0.036359999999999726,0.0263100000000005,0.04488057152042525,-0.350646394741591,0.0014960190506808418,144.1106002619042,fast
23,1,2,0.438721,0.445429,0.0277326,0.0448265,1.0,0.03333333333333333,-0.0006599999999999939,0.0008029999999999982,-0.019799999999999818,0.024089999999999945,0.031182817383937425,-0.4109326240946348,0.0010394272461312474,129.41739424346872,fast
25,1,2,0.436882,0.447771,0.0299878,0.0478544,2.0,0.06666666666666667,-0.001839000000000035,0.0023419999999999552,-0.027585000000000526,0.03512999999999933,0.044665972786898774,0.20224733104442022,0.002977731519126585,128.13993529506052,fast
26,1,2,0.434551,0.448045,0.031718,0.0510057,1.0,0.03333333333333333,-0.002330999999999972,0.000274000000000052,-0.06992999999999916,0.00822000000000156,0.07041145716429896,0.7723645313220056,0.002347048572143299,173.29586781246064,fast
27,1,2,0.432176,0.452511,0.027953,0.0443396,1.0,0.03333333333333333,-0.002375000000000016,0.00446599999999997,-0.07125000000000048,0.1339799999999991,0.15174716768361718,2.4400713155795466,0.005058238922787239,118.00385729906463,fast
28,1,2,0.430366,0.456318,0.0267591,0.0422693,1.0,0.03333333333333333,-0.0018099999999999783,0.003807000000000005,-0.05429999999999935,0.11421000000000014,0.12646111694904472,-0.7585815220371739,0.004215370564968157,115.42828283312735,fast
29,1,2,0.428892,0.460158,0.025087,0.039108,1.0,0.03333333333333333,-0.0014740000000000308,0.00384000000000001,-0.044220000000000925,0.1152000000000003,0.12339549586593569,-0.09196863249327072,0.00411318319553119,110.99950719749057,fast
30,1,2,0.427852,0.46124,0.025523,0.03948,1.0,0.03333333333333333,-0.0010399999999999854,0.0010819999999999719,-0.03119999999999956,0.032459999999999156,0.04502323400201187,-2.3511678559177147,0.001500774466733729,133.86611282962156,fast
31,1,2,0.426477,0.463263,0.0256991,0.039773,1.0,0.03333333333333333,-0.001375000000000015,0.002022999999999997,-0.04125000000000045,0.06068999999999991,0.07338145951124185,0.8507467652768994,0.002446048650374728,124.20330547986293,fast
32,1,2,0.426326,0.463308,0.0275467,0.0430667,1.0,0.03333333333333333,-0.00015100000000001224,4.500000000001725e-05,-0.004530000000000367,0.0013500000000005175,0.004726880578140802,-2.0596373679930315,0.00015756268593802674,163.405246433466,slow
33,1,2,0.42502,0.464177,0.0269228,0.0421733,1.0,0.03333333333333333,-0.0013059999999999738,0.0008690000000000087,-0.039179999999999215,0.02607000000000026,0.047060783036408906,1.2700170737480432,0.001568692767880297,146.36058290240328,fast
34,1,2,0.424032,0.464401,0.0284657,0.0448127,1.0,0.03333333333333333,-0.0009879999999999889,0.00022400000000000198,-0.029639999999999667,0.006720000000000059,0.030392235850624432,-0.5000564155735342,0.0010130745283541476,167.22581572028275,fast
35,1,2,0.423084,0.464831,0.0287093,0.0452658,1.0,0.03333333333333333,-0.0009480000000000044,0.00042999999999998595,-0.028440000000000132,0.012899999999999578,0.031228890470203975,0.025099638587386293,0.0010409630156734658,155.60159758676593,fast
36,1,2,0.42137,0.467013,0.0290746,0.0460804,1.0,0.03333333333333333,-0.0017139999999999933,0.0021820000000000173,-0.0514199999999998,0.06546000000000052,0.0832407832735856,1.5603567841014487,0.0027746927757861866,128.1502678675722,fast
37,1,2,0.419545,0.46839,0.0292702,0.0467887,1.0,0.03333333333333333,-0.001825000000000021,0.0013769999999999616,-0.05475000000000063,0.04130999999999885,0.06858628580117146,-0.43963492417242417,0.0022862095267057155,142.9646963991791,fast
38,1,2,0.418094,0.471302,0.0297219,0.0477375,1.0,0.03333333333333333,-0.00145099999999998,0.0029120000000000257,-0.0435299999999994,0.08736000000000077,0.09760445942681145,0.8705452087691998,0.0032534819808937147,116.4862941414384,fast
39,1,2,0.416636,0.474387,0.0305054,0.0491609,1.0,0.03333333333333333,-0.0014580000000000148,0.0030850000000000044,-0.043740000000000445,0.09255000000000013,0.10236547318310048,0.14283041268867078,0.0034121824394366825,115.29585834877531,fast
40,1,2,0.414998,0.476226,0.0298847,0.0482557,1.0,0.03333333333333333,-0.0016380000000000283,0.0018389999999999795,-0.04914000000000085,0.055169999999999386,0.07388144895709622,-0.8545207267801276,0.002462714965236541,131.69150166329587,fast
41,1,2,0.414354,0.478995,0.0301421,0.0483807,1.0,0.03333333333333333,-0.0006439999999999779,0.0027690000000000214,-0.019319999999999338,0.08307000000000064,0.08528708753381183,0.3421691573014681,0.0028429029177937278,103.09280609357188,fast
42,1,2,0.412685,0.481456,0.0314215,0.0500434,1.0,0.03333333333333333,-0.001668999999999976,0.002460999999999991,-0.05006999999999928,0.07382999999999973,0.08920691565119762,0.11759484352157387,0.0029735638550399206,124.14431985490774,fast
43,1,2,0.410266,0.483888,0.0334494,0.0537713,1.0,0.03333333333333333,-0.0024190000000000045,0.0024319999999999897,-0.07257000000000013,0.07295999999999969,0.10290561938009009,0.41096111186677403,0.00343018731266967,134.84645571003819,fast
44,1,2,0.408041,0.486153,0.0332849,0.0542725,1.0,0.03333333333333333,-0.0022250000000000325,0.002265000000000017,-0.06675000000000098,0.06795000000000051,0.0952510629861956,-0.2296366918168348,0.003175035432873186,134.4895833957114,fast
45,1,2,0.406441,0.48789,0.0318753,0.0523386,1.0,0.03333333333333333,-0.0015999999999999903,0.0017369999999999886,-0.04799999999999971,0.05210999999999966,0.07084809171741986,-0.732089138063272,0.0023616030572473287,132.64905120609637,fast
46,1,2,0.405068,0.489628,0.0327727,0.0542613,1.0,0.03333333333333333,-0.001373000000000013,0.0017380000000000173,-0.04119000000000039,0.05214000000000052,0.06644693898141649,-0.13203458208010124,0.002214897966047216,128.30832959877614,fast
47,1,2,0.403632,0.492207,0.033085,0.0552412,1.0,0.03333333333333333,-0.0014359999999999928,0.002578999999999998,-0.043079999999999785,0.07736999999999994,0.08855508624579377,0.6632444179313184,0.0029518362081931257,119.1092774267583,fast
48,1,2,0.402393,0.493982,0.0348603,0.0588982,1.0,0.03333333333333333,-0.0012389999999999901,0.001774999999999971,-0.0371699999999997,0.05324999999999913,0.06493975207836788,-0.7084600250227764,0.002164658402612263,124.91612604913934,fast
49,1,2,0.400753,0.496865,0.0353387,0.0600665,1.0,0.03333333333333333,-0.0016399999999999748,0.0028830000000000244,-0.049199999999999244,0.08649000000000073,0.09950457326173533,1.0369446355010232,0.0033168191087245107,119.63346523997706,fast
50,1,2,0.400692,0.500039,0.0364203,0.0614418,1.0,0.03333333333333333,-6.100000000003325e-05,0.00317400000000001,-0.0018300000000009975,0.0952200000000003,0.09523758344267279,-0.12800969457187616,0.0031745861147557597,91.10101207939414,fast
51,1,2,0.400361,0.502851,0.0368763,0.0609973,1.0,0.03333333333333333,-0.0003309999999999702,0.0028120000000000367,-0.009929999999999106,0.0843600000000011,0.08494241873175126,-0.3088549413276458,0.002831413957725042,96.71338336283236,fast
52,1,2,0.395973,0.506165,0.0359103,0.0590137,1.0,0.03333333333333333,-0.004388000000000003,0.003313999999999928,-0.1316400000000001,0.09941999999999784,0.16496492354436926,2.40067514437854,0.005498830784812309,142.9383808134022,fast
53,1,2,0.393357,0.509642,0.0347003,0.0563364,1.0,0.03333333333333333,-0.002616000000000007,0.0034770000000000634,-0.07848000000000022,0.1043100000000019,0.13053615016538686,-1.0328632013694719,0.004351205005512896,126.95680513223249,fast
54,1,2,0.391016,0.513564,0.0348985,0.0565496,1.0,0.03333333333333333,-0.0023410000000000375,0.003921999999999981,-0.07023000000000112,0.11765999999999943,0.13702601395355563,0.19469591364506295,0.0045675337984518545,120.83252698832092,fast
55,1,2,0.387899,0.516839,0.036514,0.0595066,1.0,0.03333333333333333,-0.003116999999999981,0.003275000000000028,-0.09350999999999943,0.09825000000000084,0.13563621419075386,-0.0416939928840529,0.004521207139691795,133.5840284572722,fast
56,1,2,0.386564,0.519774,0.0386082,0.0631733,1.0,0.03333333333333333,-0.001334999999999975,0.00293499999999991,-0.04004999999999925,0.0880499999999973,0.0967305794462096,-1.1671690423363281,0.003224352648206986,114.45866108900378,fast
57,1,2,0.384422,0.522372,0.0419592,0.0695896,1.0,0.03333333333333333,-0.0021420000000000328,0.002597999999999989,-0.06426000000000098,0.07793999999999968,0.10101480683543415,0.1285268216767367,0.0033671602278478054,129.50491153648295,fast
58,1,2,0.381685,0.524727,0.0416677,0.0694957,1.0,0.03333333333333333,-0.0027369999999999894,0.002355000000000107,-0.08210999999999968,0.07065000000000321,0.10832116413702542,0.21919071904773796,0.0036107054712341807,139.29027224496122,fast
59,1,2,0.379323,0.528467,0.0425108,0.0712961,1.0,0.03333333333333333,-0.0023619999999999752,0.0037399999999999656,-0.07085999999999926,0.11219999999999897,0.1327025983166858,0.7314430253898113,0.004423419943889527,122.27449152838176,fast
60,1,2,0.376241,0.534439,0.0411556,0.0691557,1.0,0.03333333333333333,-0.003082000000000029,0.005971999999999977,-0.09246000000000087,0.17915999999999932,0.2016114014633099,2.0672640943987237,0.006720380048776997,117.29712831089302,fast
61,1,2,0.374029,0.536241,0.0438972,0.0743707,1.0,0.03333333333333333,-0.0022119999999999918,0.0018019999999999703,-0.06635999999999975,0.05405999999999911,0.08559283381218238,-3.4805570295338257,0.002853094460406079,140.8321080487293,fast
62,1,2,0.371747,0.541452,0.043385,0.0728616,1.0,0.03333333333333333,-0.0022820000000000062,0.005211000000000077,-0.06846000000000019,0.1563300000000023,0.17066294413258182,2.552103309611983,0.005688764804419395,113.64956245335406,fast
63,1,2,0.370081,0.542423,0.047148,0.0791641,1.0,0.03333333333333333,-0.0016660000000000008,0.0009709999999999441,-0.049980000000000024,0.029129999999998324,0.057849436470893176,-3.3844052298506595,0.0019283145490297724,149.7649506362601,fast
64,1,2,0.366114,0.547921,0.0464994,0.0784612,1.0,0.03333333333333333,-0.003966999999999998,0.005498000000000003,-0.11900999999999995,0.1649400000000001,0.20339268349672762,4.366297410775033,0.006779756116557588,125.81177118099043,fast
65,1,2,0.362697,0.553649,0.0457244,0.0769565,1.0,0.03333333333333333,-0.0034170000000000034,0.005727999999999955,-0.1025100000000001,0.17183999999999866,0.2000931925378761,-0.09898472876554543,0.006669773084595871,120.8179060803036,fast
66,1,2,0.359926,0.556174,0.0497272,0.0843146,1.0,0.03333333333333333,-0.002770999999999968,0.0025249999999999995,-0.08312999999999904,0.07574999999999998,0.11246625894018097,-2.628808007930854,0.0037488752980060326,137.65948599561648,fast
67,1,2,0.357188,0.560577,0.0512737,0.0871153,1.0,0.03333333333333333,-0.002738000000000018,0.004403000000000046,-0.08214000000000055,0.13209000000000137,0.15554660941338597,1.2924105141961497,0.005184886980446199,121.87536275158897,fast
68,1,2,0.353609,0.565662,0.0516598,0.0880917,1.0,0.03333333333333333,-0.003578999999999999,0.005085000000000006,-0.10736999999999997,0.15255000000000019,0.18654709700233893,0.9300146276685889,0.006218236566744631,125.13921665225399,fast
69,1,2,0.349961,0.571238,0.0531574,0.0909238,1.0,0.03333333333333333,-0.0036479999999999846,0.005576000000000025,-0.10943999999999954,0.16728000000000076,0.1998992546259244,0.40056472870756393,0.006663308487530813,123.19401256558433,fast
70,1,2,0.346014,0.577137,0.0547107,0.093789,1.0,0.03333333333333333,-0.003947000000000034,0.005898999999999988,-0.11841000000000101,0.17696999999999963,0.21293029141012348,0.3909311035259727,0.00709767638033745,123.78634028595161,fast
71,1,2,0.342701,0.584346,0.0571185,0.0984397,1.0,0.03333333333333333,-0.0033130000000000104,0.007209000000000021,-0.09939000000000031,0.21627000000000063,0.2380148839883765,0.7525377773475905,0.007933829466279218,114.68182915689766,fast
72,1,2,0.338786,0.590556,0.0583993,0.101217,1.0,0.03333333333333333,-0.003915000000000002,0.006209999999999938,-0.11745000000000005,0.18629999999999813,0.22023213321402332,-0.5334825232305954,0.007341071107134111,122.22875743509883,fast
73,1,2,0.33527,0.596097,0.0591208,0.102426,1.0,0.03333333333333333,-0.0035159999999999636,0.005541000000000018,-0.10547999999999891,0.16623000000000054,0.19687164168564236,-0.7008147458514289,0.006562388056188078,122.3968631069933,fast
74,1,2,0.330186,0.602956,0.0614742,0.106759,1.0,0.03333333333333333,-0.005084000000000033,0.0068590000000000595,-0.152520000000001,0.20577000000000178,0.2561320817469007,1.7778132018377508,0.008537736058230024,126.5464311877804,fast
75,1,2,0.325805,0.607537,0.0628017,0.109204,1.0,0.03333333333333333,-0.004380999999999968,0.004580999999999946,-0.13142999999999905,0.1374299999999984,0.19016006363061436,-1.9791605434885908,0.006338668787687146,133.72157396116955,fast
76,1,2,0.321335,0.615493,0.0646566,0.112803,1.0,0.03333333333333333,-0.0044700000000000295,0.007955999999999963,-0.13410000000000089,0.2386799999999989,0.27377171585099824,2.5083495666115168,0.009125723861699941,119.32902459877238,fast
77,1,2,0.315521,0.621519,0.064811,0.112688,1.0,0.03333333333333333,-0.005813999999999986,0.006026000000000087,-0.17441999999999958,0.1807800000000026,0.25120458753772945,-0.6770138493980637,0.00837348625125765,133.97420545488347,fast
78,1,2,0.310259,0.630139,0.0695267,0.121075,1.0,0.03333333333333333,-0.005261999999999989,0.008619999999999961,-0.15785999999999967,0.25859999999999883,0.30297481677525495,1.553106877125765,0.010099160559175164,121.40159572816822,fast
79,1,2,0.304536,0.639198,0.0729882,0.127594,1.0,0.03333333333333333,-0.005723000000000034,0.00905900000000004,-0.171690000000001,0.2717700000000012,0.32145977819939,0.5545488427240508,0.010715325939979665,122.28254463973889,fast
80,1,2,0.298989,0.650081,0.0754176,0.13247,1.0,0.03333333333333333,-0.005546999999999969,0.010882999999999976,-0.16640999999999906,0.3264899999999993,0.3664532824249214,1.3498051267659434,0.012215109414164047,117.00766711046941,fast
81,1,2,0.29293,0.65822,0.0780923,0.137471,1.0,0.03333333333333333,-0.006058999999999981,0.008139000000000007,-0.18176999999999943,0.24417000000000022,0.30439993725360703,-1.8616003551394318,0.010146664575120236,126.66548450071423,fast
82,1,2,0.285839,0.668843,0.0826283,0.146042,1.0,0.03333333333333333,-0.007091000000000014,0.010622999999999938,-0.21273000000000042,0.31868999999999814,0.38316754690343885,2.3630282894949546,0.012772251563447962,123.72366040929614,fast
83,1,2,0.279729,0.68019,0.0841995,0.148602,1.0,0.03333333333333333,-0.006110000000000004,0.011346999999999996,-0.18330000000000013,0.3404099999999999,0.3866236646921654,0.10368353366179694,0.012887455489738847,118.30105687741275,fast
84,1,2,0.272173,0.692017,0.0882404,0.155906,1.0,0.03333333333333333,-0.007556000000000007,0.011827000000000032,-0.22668000000000021,0.35481000000000096,0.42103914129211406,1.0324642979984595,0.01403463804307047,122.57357931934541,fast
85,1,2,0.26446,0.703464,0.0905619,0.159633,1.0,0.03333333333333333,-0.007713000000000025,0.011446999999999985,-0.23139000000000076,0.34340999999999955,0.4140914877173884,-0.20842960724176962,0.013803049590579614,123.97212898400232,fast
86,1,2,0.256274,0.714082,0.0921334,0.16158,1.0,0.03333333333333333,-0.008185999999999971,0.010618000000000016,-0.24557999999999913,0.3185400000000005,0.4022154497281275,-0.35628113967782704,0.013407181657604251,127.63060549986017,fast
87,1,2,0.246814,0.728427,0.0965719,0.168722,1.0,0.03333333333333333,-0.009459999999999996,0.014345000000000052,-0.2837999999999999,0.43035000000000156,0.5155032128900859,3.398632894858753,0.017183440429669534,123.40338294165088,fast
88,1,2,0.236705,0.74558,0.102187,0.178265,1.0,0.03333333333333333,-0.010109000000000007,0.017152999999999974,-0.3032700000000002,0.5145899999999992,0.5973069236163259,2.454111321787198,0.01991023078721086,120.51267238764524,fast
89,1,2,0.226079,0.761674,0.108533,0.188965,1.0,0.03333333333333333,-0.010625999999999997,0.01609399999999994,-0.3187799999999999,0.48281999999999825,0.5785636013438784,-0.5622996681734238,0.01928545337812928,123.43463027264573,fast
90,1,2,0.214645,0.778218,0.113552,0.196852,1.0,0.03333333333333333,-0.011434,0.016544000000000003,-0.34302,0.4963200000000001,0.6033210279776432,0.7427227990129437,0.020110700932588106,124.64938582120061,fast
91,1,2,0.201784,0.800765,0.123022,0.213283,1.0,0.03333333333333333,-0.012861000000000011,0.022546999999999984,-0.38583000000000034,0.6764099999999995,0.7787138607986888,5.261784984631367,0.025957128693289627,119.70080194278916,fast
92,1,2,0.188125,0.823,0.131744,0.22815,1.0,0.03333333333333333,-0.013659000000000004,0.022235000000000005,-0.40977000000000013,0.6670500000000001,0.782858323964177,0.12433389496464664,0.026095277465472567,121.56248000247308,fast
93,1,2,0.172683,0.846509,0.140272,0.24257,1.0,0.03333333333333333,-0.015441999999999984,0.023509000000000002,-0.4632599999999995,0.7052700000000001,0.8438101685213326,1.828555336714669,0.02812700561737775,123.2991033894312,fast
94,1,2,0.156492,0.867434,0.143943,0.246831,1.0,0.03333333333333333,-0.01619100000000001,0.020925000000000082,-0.48573000000000033,0.6277500000000025,0.7937277211991549,-1.502473419665331,0.026457590706638497,127.73139407525065,fast
95,1,2,0.138181,0.882043,0.141664,0.235913,1.0,0.03333333333333333,-0.018310999999999994,0.014608999999999983,-0.5493299999999999,0.4382699999999995,0.7027403800835693,-2.729620233467568,0.023424679336118973,141.4162086631453,fast
96,1,2,0.121739,0.89352,0.134384,0.212961,1.0,0.03333333333333333,-0.016442,0.01147699999999996,-0.49326,0.3443099999999988,0.601543683949885,-3.0359008840105295,0.020051456131662832,145.08382510935252,fast
97,1,2,0.102862,0.902711,0.12893,0.194578,1.0,0.03333333333333333,-0.018877000000000005,0.00919100000000006,-0.5663100000000002,0.2757300000000018,0.629868279086986,0.8497378541130285,0.02099560930289953,154.03906768207617,fast
6,2,2,0.86962,0.943864,0.177316,0.106806,,,,,0.0,0.0,0.0,0.0,0.0,0.0,stationary
7,2,2,0.85613,0.932744,0.218969,0.132988,1.0,0.03333333333333333,-0.013490000000000002,-0.011120000000000019,-0.40470000000000006,-0.33360000000000056,0.5244721632269919,0.0,0.01748240544089973,219.49924678780243,fast
8,2,2,0.840584,0.91893,0.257702,0.15888,1.0,0.03333333333333333,-0.015545999999999949,-0.013813999999999993,-0.46637999999999846,-0.4144199999999998,0.6239024289101609,2.9829079704950714,0.020796747630338695,221.6239300199778,fast
9,2,2,0.823632,0.896539,0.259665,0.163262,1.0,0.03333333333333333,-0.016951999999999967,-0.02239100000000005,-0.508559999999999,-0.6717300000000015,0.8425286146475982,6.558785572123119,0.02808428715491994,232.87100413462565,fast
11,3,2,0.795214,0.843591,0.111684,0.138696,,,,,0.0,0.0,0.0,0.0,0.0,0.0,stationary
12,3,2,0.783741,0.824073,0.106518,0.132314,1.0,0.03333333333333333,-0.011472999999999955,-0.019517999999999924,-0.34418999999999866,-0.5855399999999977,0.6792082506124292,0.0,0.022640275020414307,239.55229040198134,fast
13,3,2,0.771813,0.801717,0.1027,0.127637,1.0,0.03333333333333333,-0.01192800000000005,-0.022356000000000043,-0.3578400000000015,-0.6706800000000013,0.7601717753245004,2.4289057413621373,0.025339059177483348,241.91793636765766,fast
14,3,2,0.760707,0.781298,0.0949109,0.117982,1.0,0.03333333333333333,-0.01110599999999995,-0.020418999999999965,-0.3331799999999985,-0.612569999999999,0.6973169417847223,-1.885645006193345,0.02324389805949074,241.45800132660648,fast
15,3,2,0.750608,0.762502,0.0869915,0.108011,1.0,0.03333333333333333,-0.010098999999999969,-0.018796000000000035,-0.3029699999999991,-0.563880000000001,0.6401183291392308,-1.7159583793647426,0.02133727763797436,241.75107651203595,fast
16,3,2,0.741707,0.749438,0.0860134,0.107184,1.0,0.03333333333333333,-0.008901000000000048,-0.013063999999999965,-0.26703000000000143,-0.39191999999999894,0.4742428779644455,-4.976263535243561,0.015808095932148183,235.73190749712344,fast
17,3,2,0.732986,0.731174,0.0782809,0.0973289,1.0,0.03333333333333333,-0.008720999999999979,-0.018264000000000058,-0.26162999999999936,-0.5479200000000017,0.6071792019659448,3.9880897200449787,0.02023930673219816,244.4756779210482,fast
18,3,2,0.725884,0.71807,0.0801162,0.100016,1.0,0.03333333333333333,-0.007102000000000053,-0.013104000000000005,-0.21306000000000158,-0.39312000000000014,0.4471441579625085,-4.801051320103088,0.01490480526541695,241.5435509791703,fast
19,3,2,0.718854,0.707232,0.0766061,0.0957255,1.0,0.03333333333333333,-0.007029999999999981,-0.010838000000000014,-0.21089999999999942,-0.32514000000000043,0.3875497769319446,-1.7878314309169174,0.012918325897731488,237.0307972310465,fast
20,3,2,0.711623,0.695735,0.0711093,0.0889069,1.0,0.03333333333333333,-0.0072309999999999874,-0.01149699999999998,-0.21692999999999962,-0.3449099999999994,0.4074574002273114,0.5972286988610048,0.013581913340910379,237.83229610199584,fast
21,3,2,0.705021,0.685268,0.0691086,0.0866141,1.0,0.03333333333333333,-0.006601999999999997,-0.010467000000000004,-0.1980599999999999,-0.3140100000000001,0.3712546884552437,-1.0860813531620324,0.012375156281841456,237.75855633580534,fast
22,3,2,0.699447,0.67278,0.0645659,0.0808793,1.0,0.03333333333333333,-0.005573999999999968,-0.012487999999999944,-0.16721999999999904,-0.3746399999999983,0.41026535071828624,1.170319867891277,0.013675511690609541,245.94647628960226,fast
23,3,2,0.693853,0.664038,0.0632479,0.0793669,1.0,0.03333333333333333,-0.005593999999999988,-0.008742000000000028,-0.16781999999999964,-0.2622600000000008,0.31135808966526035,-2.9672178315907765,0.01037860298884201,237.38484876707963,fast
24,3,2,0.688629,0.655576,0.0618358,0.0774569,1.0,0.03333333333333333,-0.005224000000000006,-0.00846199999999997,-0.1567200000000002,-0.2538599999999991,0.2983388308618233,-0.3905777641031122,0.00994462769539411,238.3109691432155,fast
25,3,2,0.684291,0.648836,0.0617854,0.0780522,1.0,0.03333333333333333,-0.004338000000000064,-0.006740000000000079,-0.13014000000000192,-0.20220000000000238,0.24046051567773338,-1.7363494555226968,0.008015350522591112,237.23384993571247,fast
26,3,2,0.679058,0.637653,0.0561736,0.0707233,1.0,0.03333333333333333,-0.005232999999999932,-0.011182999999999943,-0.15698999999999796,-0.3354899999999983,0.3704043738942593,3.898315746495777,0.012346812463141975,244.92311272451337,fast
27,3,2,0.675051,0.629267,0.0532796,0.0665286,1.0,0.03333333333333333,-0.004007000000000094,-0.008386000000000005,-0.12021000000000281,-0.25158000000000014,0.27882421074935504,-2.7474048943471274,0.009294140358311834,244.46058784900123,fast
28,3,2,0.670085,0.619576,0.0503076,0.0626592,1.0,0.03333333333333333,-0.004965999999999915,-0.009691000000000005,-0.14897999999999745,-0.29073000000000015,0.3266787004076013,1.435634689747387,0.010889290013586711,242.86784549033962,fast
29,3,2,0.667188,0.61691,0.0532712,0.0665659,1.0,0.03333333333333333,-0.0028970000000000384,-0.002666000000000057,-0.08691000000000115,-0.07998000000000172,0.11811074675913481,-6.2570386094539945,0.00393702489197116,222.6221956090948,fast
